ISSCAP CODE,Species,Category,Source,Family,SpcID,StudyLocality,Region,StartYear,EndYear,Gear,GScore,GRank,Sex,K,KRank,M,F,Z,Tzero,ExpRate,ERRank,LenYear1,LenYear2,LenYear3,LenYear4,Yield,FecundityMin,FecundityMax,Fecundity,FcRank,MeanSizeMin,MeanSizeMax,MeanSize,LengthRangeMin,LengthRangeMax,Lr,Linf,LinfRank,MeanSizeByLinf,MeanSizeByLm,LrByLinf,LrRank,LmMin,LmMax,Lm,LmBL,LmRank,SpawningSeason,NumSpawningMonths,NSMRank,Dist,DistRank,MTL,MTLRank,BLD,BLDRank,CPI,CPIRank,PriceRank,RankTotal
34.0,Priacanthus hamrur,SD,"Bull, CMFRI 47 ,1994, Chakraborty",PRIACANTHIDAE,1007.0,Bombay,NW,180.0,1988.0,TRAWLNET,11.1,4,C,0.736,3,1.52,1.56,3.08,0.0,0.5064935,3.0,193.0,283.0,323.0,0.0,0.0,155800.0,722300.0,722300,6.0,0.0,0.0,0.0,0.0,0.0,100.0,360.0,5,0.0,0.0,0.277777777777778,5,0.0,0.0,191,0.530555555555556,6,Feb-Aug,7,3.0,89.68,6,3.19,4,2.6,1,298.6,4,3,53.0
34.0,Priacanthus hamrur,SD,"IJMS,Chakraborty et al",PRIACANTHIDAE,1007.0,Maharashtra,NW,1989.0,1992.0,Trawlnet,11.1,4,C,0.64,3,1.13,1.11,2.24,0.0,0.4955357,2.0,171.0,260.0,308.0,334.0,0.0,0.0,0.0,722300,6.0,0.0,0.0,0.0,100.0,346.0,100.0,360.0,5,0.0,0.0,0.277777777777778,5,0.0,0.0,191,0.530555555555556,6,Feb-Aug,7,3.0,89.68,6,3.19,4,2.6,1,298.6,4,3,52.0
34.0,Lactarius lactarius,SD,"Zachariah, Ph.D thesis",LACTARIIDAE,1166.0,Karnataka,SW,1997.0,1999.0,"Trawlnet,Purseseine",7.2,2,C,0.84,3,1.56,4.22,5.78,0.0,0.7301037,5.0,0.0,0.0,0.0,0.0,0.0,9000.0,104195.0,104195,5.0,0.0,0.0,151.0,0.0,389.0,85.0,294.0,5,0.0,0.0,0.289115646258503,5,0.0,0.0,132,0.448979591836735,5,,12,1.0,90.97,6,2.68,5,3.33333333333333,2,662.8,6,4,54.0
34.0,Lactarius lactarius,SD,CMFRI annual report 2008-2009,LACTARIIDAE,1166.0,Karnataka,SW,2008.0,2009.0,Trawlnet,7.2,2,C,1.0,4,1.94,2.9,4.84,0.0,0.5991735,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104195,5.0,0.0,0.0,149.0,0.0,0.0,85.0,290.0,5,0.0,0.0,0.293103448275862,5,0.0,0.0,132,0.455172413793103,6,,0,,90.97,6,2.68,5,3.33333333333333,2,662.8,6,4,
34.0,Lactarius lactarius,SD,ar.05-06,LACTARIIDAE,1166.0,Karnataka,SW,2005.0,2006.0,Trawlnet,7.2,2,C,1.0,4,1.83,5.47,7.3,0.0,0.749315,5.0,,0.0,0.0,0.0,634.0,7042.0,104195.0,104195,5.0,0.0,0.0,151.0,,,85.0,286.0,5,0.0,1.14393939393939,0.297202797202797,5,0.0,,150,0.524475524475524,6,"Feb,Mar,Apr",3,5.0,90.97,6,2.68,5,3.33333333333333,2,662.8,6,4,60.0
34.0,Lactarius lactarius,SD,Trophic  Modelling of Arabian Sea of Karnataka,LACTARIIDAE,1166.0,Mangalore,SW,1999.0,2001.0,Trawlnet,7.2,2,C,0.82,3,1.56,4.22,5.78,0.0,0.7301037,5.0,,,,,1191.0,7042.0,104195.0,104195,5.0,,,150.0,,,85.0,286.0,5,0.524475524475524,0.882352941176471,0.297202797202797,5,,,170,0.594405594405594,5,"Feb, Mar, Apr",3,5.0,90.97,6,2.68,5,3.33333333333333,2,662.8,6,4,58.0
37.0,Rachycentron canadum ,LP,Trophic  Modelling of Arabian Sea of Karnataka,RACHYCENTRIDAE,1171.0,Manglore Malpe,SW,1999.0,2001.0,"Trawlnet,Gillnet,Purseseine",10.5,4,C,0.72,3,0.9,1.48,2.37,0.0,0.6244726,4.0,,,,,350.0,,,2362000,6.0,,,874.0,,,260.0,1800.0,1,0.486,0.988,0.144444444444444,6,,,885,0.491666666666667,6,,0,0.0,93.33,6,4.18,2,5.7,3,662.8,6,6,53.0
37.0,Rachycentron canadum,LP,"Somvanshi et al., 2000 FSI Occ.Paper",RACHYCENTRIDAE,1171.0,NW,NW,2000.0,2000.0,Trawlnet,10.5,4,c,0.17,1,0.36,0.117,0.47,0.0,0.2489362,1.0,0.0,0.0,0.0,0.0,0.0,19552640.0,19552640.0,1955264,6.0,0.0,0.0,0.0,510.0,1230.0,510.0,1351.6,1,0.0,0.0,0.377330571174904,4,0.0,0.0,800,0.591891092039065,5,,0,,93.33,6,4.18,2,5.7,3,298.6,4,6,
37.0,Alepes djeddaba,LD,"IJF1992,39(3,4) Reuben at al",CARANGIDAE,1181.0,Kerala,SW,1981.0,1988.0,"Trawlnet,Gillnet,Purseseine",9.8,3,C,0.61,3,0.99,4.16,5.15,0.0,0.807767,6.0,0.0,0.0,0.0,0.0,0.0,621600.0,806386.0,806386,6.0,0.0,0.0,0.0,0.0,0.0,90.0,326.0,5,0.0,0.0,0.276073619631902,5,180.0,189.0,185,0.567484662576687,5,"December,September",2,6.0,49.89,3,3.88,3,2.8,1,662.8,6,3,55.0
37.0,Alepes djeddaba,LD,"IJF1992,39(3,4) Reuben at al",CARANGIDAE,1181.0,Kerala,SW,1981.0,1988.0,"Trawlnet,Gillnet,Purseseine",11.0,4,C,0.85,3,1.22,2.31,3.53,0.0,0.6543909,4.0,0.0,0.0,0.0,0.0,0.0,621600.0,806386.0,806386,6.0,0.0,0.0,0.0,0.0,0.0,90.0,340.0,5,0.0,,0.264705882352941,5,0.0,0.0,185,0.544117647058823,6,"December, September",2,6.0,49.89,3,3.88,3,2.8,1,662.8,6,3,55.0
37.0,Atule mate,SD,"IJF 39 (3,4)",CARANGIDAE,1182.0,Kerala,SW,1981.0,1988.0,"trawl,gillnet,purseseine",10.2,4,C,0.85,3,1.22,2.31,3.53,0.0,0.6543909,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372344,6.0,0.0,0.0,0.0,100.0,285.0,100.0,340.0,5,0.0,0.0,0.294117647058824,5,0.0,0.0,172,0.505882352941176,6,"April,May,Jan,Feb",4,5.0,49.0,3,4.45,2,2.8,1,662.8,6,4,54.0
37.0,Alepes kalla,SD,Trophic Modelling of Arabian Sea of Karnataka,CARANGIDAE,1184.0,Mangalore,SW,2000.0,2001.0,"Trawlnet,Purseseine",10.2,4,C,0.7,3,1.69,0.98,2.67,0.0,0.3670412,1.0,,,,,2586.0,30000.0,75000.0,75000,4.0,,,,,,63.0,168.0,6,,,0.375,4,,,100,0.595238095238095,5,"Dec, Jan, May, Jun",4,5.0,20.65,2,3.54,3,2.8,1,662.8,6,3,47.0
37.0,Alepes kalla,SD,"IJF1992,39(3,4)  Reuben at al",CARANGIDAE,1184.0,Southwest coast,SW,1981.0,1988.0,"Trawlnet,Gillnet,Purseseine",10.2,4,C,0.828,3,1.4,1.68,3.08,0.0,0.5454546,3.0,0.0,0.0,0.0,0.0,0.0,30000.0,75000.0,75000,4.0,0.0,0.0,0.0,0.0,0.0,60.0,170.8,6,0.0,,0.351288056206089,4,0.0,0.0,129,0.755269320843091,1,"Dec, Jan, May, Jun",4,5.0,20.65,2,3.54,3,2.8,1,662.8,6,3,45.0
37.0,Alepes kalla,SD,CMFRI annual report 2008-2009,CARANGIDAE,1184.0,Veravel,NW,2007.0,2008.0,Dolnet,10.2,4,C,0.28,1,0.78,0.2,0.98,0.0,0.2040816,1.0,0.0,0.0,0.0,0.0,0.0,30000.0,75000.0,75000,4.0,0.0,0.0,178.0,150.0,180.0,150.0,278.3,5,0.0,0.0,0.53898670499461,2,0.0,0.0,129,0.463528566295365,6,"Feb-August,Unimodal",7,3.0,20.65,2,3.54,3,2.8,1,298.6,4,3,39.0
37.0,Atropus atropos,LD,"IJF 39 (3,4) REUBEN etal",CARANGIDAE,1186.0,NW,NW,1981.0,1988.0,"trawlnet,gillnet,purseine",12.1,4,C,1.0,4,1.26,5.58,6.85,0.0,0.8145986,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372344,6.0,0.0,0.0,0.0,0.0,0.0,25.0,440.0,4,0.0,0.0,0.0568181818181818,6,0.0,0.0,210,0.477272727272727,6,"Nov,Dec",2,6.0,87.53,6,3.6,3,2.0,1,298.6,4,2,58.0
37.0,Atropus atropos,LD,"Kasim, 1996, AFSIB,cochin",CARANGIDAE,1186.0,Veraval,NW,1984.0,1987.0,Trawlnet,12.1,4,C,1.14,4,1.76,4.69,6.45,0.0,0.7271318,5.0,321.0,412.0,0.0,0.0,0.0,3143.0,372344.0,372344,6.0,0.0,0.0,0.0,0.0,0.0,25.0,453.0,4,0.0,0.0,0.0551876379690949,6,0.0,0.0,210,0.463576158940397,6,"Aug,Nov,Dec",3,5.0,87.53,6,3.6,3,2.0,1,298.6,4,2,56.0
37.0,Caranx ignobilis,LD,"Kasim and Hamsa, JMBAI,1994,36",CARANGIDAE,1202.0,Tuticorin,SE,1984.0,1987.0,Gillnet,15.9,6,C,0.77,3,1.18,2.74,3.92,0.0,0.6989796,4.0,288.0,390.0,450.0,0.0,0.0,0.0,0.0,372344,6.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,,0,0.0,30.32,2,4.22,2,2.77777777777778,1,81.5,1,4,33.0
37.0,Caranx ignobilis,LD,"Kasim and Hamsa, JMBAI,1994,36",CARANGIDAE,1202.0,Tuticorin,SE,1984.0,1987.0,Trawlnet,15.9,6,C,0.77,3,1.18,5.36,6.54,0.0,0.8195719,6.0,288.0,390.0,450.0,0.0,0.0,0.0,0.0,372344,6.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,,0,0.0,30.32,2,4.22,2,2.77777777777778,1,81.5,1,4,35.0
37.0,Decapterus russelli,SP,"IJF 39 (3,4) Reuben et al",CARANGIDAE,1211.0,Eastcoast,"SE,NE",1981.0,1988.0,"Trawlnet, gillnet and purseseine",12.9,5,C,0.71,3,1.35,1.48,2.83,0.0,0.5229682,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52323,4.0,0.0,0.0,0.0,0.0,0.0,52.0,221.0,5,0.0,0.0,0.235294117647059,5,0.0,0.0,137,0.619909502262443,4,"April, August",9,2.0,84.52,6,3.88,3,4.1,2,48.8,1,3,46.0
37.0,Decapterus russelli,SP,"IJF 39 (3,4) Reuben et al",CARANGIDAE,1211.0,Northwest,NW,1981.0,1988.0,"Trawlnet, gillnet and purseseine",12.9,5,C,0.45,2,0.83,2.02,2.85,0.0,0.7087719,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52323,4.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,5,0.0,0.0,0.0,0,0.0,0.0,137,0.45819397993311,6,"December,August",2,6.0,84.52,6,3.88,3,4.1,2,298.6,4,3,51.0
37.0,Decapterus russelli,SP,"IJF 39 (3,4) Reuben et al",CARANGIDAE,1211.0,Southwest,SW,1981.0,1988.0,"Trawlnet, gillnet and purseseine",12.9,5,C,0.78,3,1.26,2.62,3.88,0.0,0.6752577,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52323,4.0,0.0,0.0,0.0,0.0,0.0,83.0,248.0,5,0.0,0.0,0.334677419354839,4,0.0,0.0,137,0.55241935483871,5,"September,December",2,6.0,84.52,6,3.88,3,4.1,2,662.8,6,3,56.0
37.0,Decapterus russelli,SP,"JMBA 49(1), Manojkumar",CARANGIDAE,1211.0,malabar,SW,2000.0,2002.0,trawl,12.9,5,C,1.22,5,2.08,1.71,3.79,0.0,0.4511873,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52323,4.0,0.0,0.0,0.0,0.0,0.0,55.0,271.2,5,0.0,0.0,0.202802359882006,5,0.0,0.0,137,0.505162241887906,6,"Apr,may,aug,sep,oct",5,4.0,84.52,6,3.88,3,4.1,2,662.8,6,3,56.0
37.0,Decapterus russelli ,SP,"Murthy 1991, JMBA 33(1&2)",CARANGIDAE,1211.0,Kakinada,SE,1977.0,1979.0,Trawlnet,12.9,5,C,1.08,4,1.9,4.75,6.65,0.0,0.7142857,5.0,160.0,208.0,224.0,0.0,0.0,21547.0,52323.0,52323,4.0,0.0,0.0,0.0,0.0,0.0,52.0,232.0,5,,,0.224137931034483,5,0.0,0.0,137,0.59051724137931,5,DEC-AUG,9,2.0,84.52,6,3.88,3,4.1,2,81.5,1,3,50.0
37.0,Decapterus russelli ,SP,Trophic  Modelling of Arabian Sea of Karnataka,CARANGIDAE,1211.0,Mangalore,SW,2000.0,2001.0,"Trawlnet,Purseseine",12.9,5,C,0.7,3,1.34,1.36,2.67,0.0,0.5093633,3.0,,,,,2307.0,21547.0,52323.0,52323,4.0,,,,,,83.0,232.0,5,,,0.357758620689655,4,,,141,0.607758620689655,4,,0,0.0,84.52,6,3.88,3,4.1,2,662.8,6,3,48.0
37.0,Decapterus russelli ,SP,ar.00-01,CARANGIDAE,1211.0,Kakinada,SE,2000.0,2001.0,,12.9,5,C,1.4,5,2.46,4.15,6.61,0.0,0.6278366,4.0,0.0,0.0,0.0,0.0,0.0,21547.0,52323.0,52323,4.0,0.0,0.0,0.0,0.0,0.0,105.0,216.0,5,0.0,,0.486111111111111,3,0.0,0.0,137,0.634259259259259,4,DEC-AUG,9,2.0,84.52,6,3.88,3,4.1,2,81.5,1,3,47.0
37.0,Decapterus macrosoma,SP,AR2000-01,CARANGIDAE,1213.0,Mangalore,SW,2000.0,2001.0,,9.9,3,C,2.05,6,3.14,2081.0,5.95,0.0,349.7479,6.0,0.0,0.0,0.0,0.0,0.0,21547.0,52323.0,52323,4.0,0.0,0.0,,0.0,0.0,140.0,220.0,5,,,0.636363636363636,1,0.0,0.0,0,,0,,0,0.0,23.01,2,3.88,3,5.0,2,662.8,6,3,41.0
37.0,Decapterus macrosoma,SP,Trophic  Modelling of Arabian Sea of Karnataka,CARANGIDAE,1213.0,Mangalore,SW,2000.0,2001.0,"Trawlnet,Purseseine",9.9,3,C,0.75,3,1.42,0.36,1.78,0.0,0.2022472,1.0,,,,,1185.0,21547.0,52323.0,52323,4.0,,,,,,140.0,238.0,5,,,0.588235294117647,2,,,0,,0,,0,0.0,23.01,2,3.88,3,5.0,2,662.8,6,3,34.0
37.0,Megalaspis cordyla,SP,"IJF 39 (3,4) : 195-234",CARANGIDAE,123.0,northwest,NW,1981.0,1988.0,"trawl, catamaran,mechanised boats",12.1,4,,0.8,3,1.04,4.08,5.12,0.0,0.796875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328000,6.0,0.0,0.0,0.0,0.0,0.0,120.0,394.4,5,0.0,0.0,0.304259634888438,4,0.0,0.0,250,0.633874239350913,4,"January,October",2,6.0,100.0,6,4.15,2,3.6,2,298.6,4,4,55.0
37.0,Megalaspis cordyla,SP,"IJF 39 (3,4) : 195-234",CARANGIDAE,123.0,southwest,SW,1981.0,1988.0,"trawl, catamaran,mechanised boats",12.1,4,,0.6,2,0.93,1.92,2.85,0.0,0.6736842,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328000,6.0,0.0,0.0,0.0,0.0,0.0,130.0,525.0,4,0.0,0.0,0.247619047619048,5,0.0,0.0,250,0.476190476190476,6,"jul,Apr",2,6.0,100.0,6,4.15,2,3.6,2,662.8,6,4,57.0
37.0,Megalaspis cordyla,SP,"IJF 39 (3,4) : 195-234",CARANGIDAE,123.0,East coast,"SE,NE",1981.0,1988.0,"trawl, catamaran,mechanised boats",12.1,4,,0.52,2,0.84,2.24,0.08,0.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328000,6.0,0.0,0.0,0.0,0.0,0.0,100.0,410.0,4,0.0,0.0,0.24390243902439,5,0.0,0.0,250,0.609756097560976,4,March-May,3,5.0,100.0,6,4.15,2,3.6,2,48.8,1,4,51.0
37.0,Megalaspis cordyla,SP,ar05-06,CARANGIDAE,1231.0,Karnataka,SW,2005.0,2006.0,"Trawlnet,Purseseine",12.1,4,C,0.7,3,1.49,0.75,2.24,0.0,0.3348214,1.0,,0.0,0.0,0.0,0.0,0.0,,328000,6.0,0.0,,257.0,,,155.0,496.0,4,0.5181,1.028,0.3125,4,0.0,,250,0.504032258064516,6,,2,6.0,100.0,6,4.15,2,3.6,2,662.8,6,4,54.0
37.0,Megalaspis cordyla,SP,Trophic  Modelling of Arabian Sea of Karnataka,CARANGIDAE,1231.0,Mangalore,SW,1999.0,2000.0,"Trawlnet,Purseseine",12.1,4,C,0.99,4,1.55,4.76,6.31,0.0,0.7543582,5.0,,,,,2377.0,,,328000,6.0,,,280.0,,,155.0,534.0,4,0.52434456928839,0.933333333333333,0.290262172284644,5,,,297,0.556179775280899,5,,2,6.0,100.0,6,4.15,2,3.6,2,662.8,6,4,59.0
37.0,Megalaspis cordyla,SP,CMFRI annual report 2008-2009,CARANGIDAE,1231.0,Veravel,NW,2007.0,2008.0,Gillnet,12.1,4,C,0.43,2,0.88,1.21,2.09,0.0,0.5789474,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328000,6.0,0.0,0.0,352.0,,,220.0,498.8,4,0.0,0.0,0.441058540497193,3,0.0,0.0,250,0.501202886928629,6,"Feb-August,unimodal",7,3.0,100.0,6,4.15,2,3.6,2,298.6,4,4,49.0
37.0,Megalaspis cordyla,SP,CMFRI annual report 2008-2009,CARANGIDAE,1231.0,Karnataka,SW,2008.0,2009.0,"Gillnet,Trawlnet",12.1,4,C,0.7,3,1.49,0.99,2.48,0.0,0.3991936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328000,6.0,345.0,231.0,288.0,0.0,0.0,155.0,496.0,4,0.0,0.0,0.3125,4,0.0,0.0,250,0.504032258064516,6,,2,6.0,100.0,6,4.15,2,3.6,2,662.8,6,4,54.0
37.0,Scomberoides tol,LP,Trophic  Modelling of Arabian Sea of Karnataka,CARANGIDAE,1244.0,Manglore Malpe,SW,2000.0,2001.0,"Trawlnet,Purseseine",11.5,4,C,0.98,4,1.59,3.25,4.84,0.0,0.6714876,4.0,,,,,200.0,6304.0,37375.0,37375,3.0,,,39.0,,,140.0,460.0,4,0.847826086956522,1.5,0.304347826086957,4,,,26,0.0565217391304348,1,,0,0.0,88.82,6,4.15,2,4.38,2,662.8,6,4,44.0
37.0,Selar crumenophthalmus,SP,AR2000-01,CARANGIDAE,1252.0,Mangalore,SW,2000.0,2001.0,,11.4,4,C,1.05,4,1.89,1.51,3.4,0.0,0.4441176,2.0,,0.0,0.0,0.0,0.0,42000.0,484000.0,484000,6.0,0.0,,,,,0.0,280.0,5,,,0.0,0,0.0,0.0,167,0.596428571428571,5,,0,0.0,34.84,2,4.07,2,3.1,2,662.8,6,3,41.0
37.0,Selaroides leptolepis,SP,"IJF1992,39(3,4)",CARANGIDAE,1261.0,Tamilnadu,SE,1981.0,1988.0,"Trawlnet,Gillnet,Purseseine",12.0,4,C,0.82,3,1.35,3.52,4.878,0.0,0.7216073,5.0,0.0,0.0,0.0,0.0,0.0,6304.0,37375.0,37375,3.0,0.0,0.0,0.0,0.0,0.0,20.0,202.0,5,0.0,,0.099009900990099,6,88.0,101.0,95,0.47029702970297,6,"Jan,Oct",2,6.0,17.63,1,4.07,2,3.1,2,81.5,1,3,47.0
37.0,Caranx leptolepis,LD,"JMBA 1994,36(1&2) Kasim",CARANGIDAE,1261.0,Tuticorin,SE,1984.0,1987.0,Trawlnet,10.3,4,C,1.428,5,2.19,3.91,6.1,0.0,0.6409836,4.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,372344,6.0,0.0,0.0,0.0,0.0,0.0,85.9,213.0,5,0.0,0.0,0.403286384976526,3,0.0,0.0,0,0.0,0,,0,0.0,96.3,6,3.53,3,2.8,1,81.5,1,2,40.0
37.0,Parastromateus niger ,SD,Trophic  Modelling of Arabian Sea of Karnataka,CARANGIDAE,1286.0,Mangalore,SW,2000.0,2001.0,"Trawlnet,Purseseine",12.2,4,C,0.72,3,1.2,1.5,2.7,0.0,0.5555555,3.0,,,,,1049.0,,,0,0.0,,,200.0,,,172.0,627.0,3,0.318979266347687,1.05263157894737,0.274322169059011,5,,,190,0.303030303030303,3,"Oct, Nov, Dec",3,5.0,82.37,6,3.19,4,1.8,1,662.8,6,6,49.0
37.0,Parastromateus niger,SD,"IJF 1992,39(3&4) Khan et al",CARANGIDAE,1286.0,Kerala,SW,1984.0,1988.0,trawl,12.2,4,C,0.73,3,1.1,4.38,5.48,0.0,0.7992701,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,560.0,4,0.0,0.0,0.307142857142857,4,0.0,0.0,190,0.339285714285714,3,,3,5.0,82.37,6,3.19,4,1.8,1,662.8,6,6,51.0
37.0,Parastromateus niger,SD,"IJF 1992,39(3&4) Khan et al",CARANGIDAE,1286.0,Karnataka,SW,1984.0,1988.0,Gillnet,12.2,4,C,0.69,3,1.04,4.14,5.18,0.0,0.7992278,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,550.0,4,0.0,0.0,0.312727272727273,4,0.0,0.0,190,0.345454545454545,3,,3,5.0,82.37,6,3.19,4,1.8,1,662.8,6,6,51.0
34.0,Pristipomoides filamentosus ,LD,Trophic  Modelling of Arabian Sea of Karnataka,LUTJANIDAE,1363.0,Mangalore,SW,1999.0,2000.0,"Trawlnet, Hooks&line",8.1,3,C,0.53,2,0.95,0.79,1.74,0.0,0.454023,2.0,,,,,805.0,,,2000000,6.0,,,370.0,,,152.0,700.0,3,0.529,0.98,0.217142857142857,5,,,379,0.541428571428571,6,,0,0.0,5.38,1,4.14,2,3.36,2,662.8,6,4,42.0
34.0,Nemipterus delagoae,SD,"Bull.CMFRI,1994,47, Hamsa et al",NEMIPTERIDAE,1366.0,Tuticorin,SE,1986.0,1988.0,"Trawl, H&L",9.7,3,C,1.0586,4,1.625,1.665,3.29,0.0,0.506079,3.0,238.0,319.0,347.0,0.0,0.0,0.0,0.0,184960,6.0,0.0,0.0,0.0,0.0,0.0,120.0,362.0,5,0.0,0.0,0.331491712707182,4,0.0,0.0,150,0.414364640883978,5,"Jul,Aug,Oct-Feb",7,3.0,64.7,4,3.53,3,3.44827586206897,2,81.5,1,4,47.0
34.0,Nemipterus japonicus,SD,AR2003-04,NEMIPTERIDAE,1367.0,Visakhapatnam,SE,2003.0,2004.0,Trawlnet,9.9,3,C,1.21,5,2.02,4.09,6.11,0.0,0.6693944,4.0,,0.0,0.0,0.0,0.0,8259.0,184960.0,184960,6.0,0.0,,166.0,290.0,290.0,125.0,310.0,5,0.535483870967742,,0.403225806451613,3,0.0,,128,0.412903225806452,5,,10,2.0,96.34,6,2.68,5,2.9,1,81.5,1,4,50.0
34.0,Nemipterus japonicus,SD,AR2004-05,NEMIPTERIDAE,1367.0,Calicut,SW,2004.0,2005.0,Trawlnet,9.9,3,C,0.92,4,0.0,0.0,0.0,0.0,0.77,5.0,,0.0,0.0,0.0,0.0,8259.0,184960.0,184960,6.0,0.0,,154.0,319.0,319.0,70.0,330.0,5,0.4827,,0.212121212121212,5,0.0,,188,0.56969696969697,5,,5,4.0,96.34,6,2.68,5,2.9,1,662.8,6,4,59.0
34.0,Nemipterus japonicus,SD,Murty 1984 IJF 31: 1-18,NEMIPTERIDAE,1367.0,Kakinada,SE,1980.0,1984.0,Trawlnet,9.9,3,C,0.52,2,1.1,1.53,2.64,0.0,0.5795454,3.0,185.0,255.0,285.0,,,8259.0,184960.0,184960,6.0,,,166.0,,,70.0,314.0,5,,,0.222929936305732,5,,,128,0.407643312101911,5,,7,3.0,96.34,6,2.68,5,2.9,1,81.5,1,4,49.0
34.0,Nemipterus japonicus,SD,Devaraj & Gulati 1988 AFS IB 1988: 159-164,NEMIPTERIDAE,1367.0,Mumbai,NW,1974.0,1984.0,Trawlnet,9.9,3,C,0.821,3,1.32,0.35,1.67,0.0,0.2095808,1.0,171.0,242.0,274.0,,,8259.0,184960.0,184960,6.0,,,,,,66.0,298.0,5,,,0.221476510067114,5,,,145,0.486577181208054,6,,5,4.0,96.34,6,2.68,5,2.9,1,298.6,4,4,53.0
34.0,Nemipterus japonicus,SD,Trophic  Modelling of Arabian Sea of Karnataka,NEMIPTERIDAE,1367.0,Mangalore,SW,1999.0,2001.0,Trawlnet,9.9,3,C,1.4,5,2.24,2.8,5.04,0.0,0.5555555,3.0,,,,,6572.0,8259.0,184960.0,184960,6.0,,,196.0,,,95.0,320.0,5,0.375,0.631578947,0.296875,5,,,188,0.5875,5,"Oct, Nov, Dec, Apr, May",5,4.0,96.34,6,2.68,5,2.9,1,662.8,6,4,58.0
34.0,Nemipterus japonicus,SD,"IJF1998,45(3), Zacharia",NEMIPTERIDAE,1367.0,Karnataka,SW,1988.0,1985.0,Trawlnet,9.9,3,C,1.0,4,1.87,3.78,5.65,0.0,0.6690266,4.0,0.0,0.0,0.0,0.0,0.0,8259.0,184960.0,184960,6.0,0.0,0.0,192.0,0.0,0.0,100.0,330.0,5,0.0,,0.303030303030303,4,0.0,0.0,188,0.56969696969697,5,NOV-MAY,7,3.0,96.34,6,2.68,5,2.9,1,662.8,6,4,56.0
34.0,Nemipterus japonicus,SD,Vivekanandan & James 1986 IJF 33: 145-154,NEMIPTERIDAE,1367.0,Chennai,SE,1980.0,1984.0,Trawlnet,9.9,3,C,1.004,4,1.53,1.5,2.03,0.0,0.7389163,5.0,165.0,254.0,286.0,304.0,,8259.0,184960.0,184960,6.0,,,166.0,300.0,300.0,70.0,305.0,5,,,0.229508196721311,5,,,145,0.475409836065574,6,Mar Apr May Oct Nov Dec,6,4.0,96.34,6,2.68,5,2.9,1,81.5,1,4,55.0
34.0,Nemipterus japonicus,SD,Chakraborty et al 2005,NEMIPTERIDAE,1367.0,Mumbai,NW,2000.0,2003.0,Trawlnet,9.9,3,C,0.83,3,1.52,3.0,4.52,0.0,0.6637168,4.0,,,,,,8259.0,184960.0,184960,6.0,,,,323.0,323.0,66.0,350.0,5,,,0.188571428571429,6,,,145,0.414285714285714,5,,5,4.0,96.34,6,2.68,5,2.9,1,298.6,4,4,56.0
34.0,Nemipterus japonicus,SD,"IJF2003,50(3), Rajkumar",NEMIPTERIDAE,1367.0,Visakhapatnam,SE,1990.0,1999.0,Trawlnet,9.9,3,C,0.52,2,1.1,2.1,3.52,0.0,0.5965909,3.0,0.0,0.0,0.0,0.0,0.0,8259.0,184960.0,184960,6.0,0.0,0.0,166.0,285.0,285.0,55.0,340.0,5,0.0,0.0,0.161764705882353,6,0.0,0.0,128,0.376470588235294,4,,10,2.0,96.34,6,2.68,5,2.9,1,81.5,1,4,48.0
34.0,Nemipterus japonicus,SD,"IJF1992,39(1,2)",NEMIPTERIDAE,1367.0,India,IND,1984.0,1988.0,Trawlnet,9.9,3,C,0.82,3,1.3,2.19,3.49,0.0,0.6275072,4.0,0.0,0.0,0.0,0.0,0.0,8259.0,184960.0,184960,6.0,0.0,0.0,0.0,199.0,199.0,70.0,350.0,5,0.0,0.0,0.2,6,0.0,0.0,100,0.285714285714286,2,JAN-DEC,12,1.0,96.34,6,2.68,5,2.9,1,264.75,4,4,50.0
